type,title,cast,country,date_added,release_year,rating,listed_in,id,duration_int,duration_type,score
movie,chasing trane,"denzel washington, bill clinton, ravi coltrane, common, benny golson, jimmy heath, wynton marsalis, sonny rollins, carlos santana, cornel west",united states,2017-11-13,2016,tv-pg,"documentaries, music & musicals",ns6454,99,min,3.52
movie,chauthi koot,"suvinder vikky, rajbir kaur, gurpreet kaur bhangu, taranjit singh, harleen kaur, kanwaljeet singh, harnek aulakh, tejpal singh, gulshan saggi","india, france",2017-02-01,2015,tv-14,"dramas, independent movies, international movies",ns6455,116,min,3.49
tv show,cheapest weddings,melanie vallejo,australia,2017-12-01,2016,tv-14,"international tv shows, reality tv",ns6456,1,season,3.44
tv show,cheers,"ted danson, rhea perlman, george wendt, john ratzenberger, shelley long, kirstie alley, woody harrelson, kelsey grammer, nicholas colasanto",united states,2017-07-01,1992,tv-pg,"classic & cult tv, tv comedies",ns6457,11,season,3.45
tv show,chef & my fridge,"seong-joo kim​, jung-hwan ahn",south korea,2017-08-04,2017,tv-pg,"international tv shows, korean tv shows, reality tv",ns6458,2,season,3.54
movie,chernobyl diaries,"ingrid bolsø berdal, dimitri diatchenko, olivia taylor dudley, devin kelley, jesse mccartney, nathan phillips, jonathan sadowski, alex feldman, kristof konrad, pasha d. lychnikoff",united states,2018-08-01,2012,r,"horror movies, thrillers",ns6459,88,min,3.54
tv show,chewin' the fat,"ford kiernan, greg hemphill, karen dunbar, mark cox, paul riley",united kingdom,2016-10-01,1999,tv-14,"british tv shows, tv comedies",ns6460,1,season,3.6
tv show,chewing gum,"michaela coel, john macmillan, robert lonsdale, danielle walters, kadiff kirwan, susan wokoma, shola adewusi, sarah hoare, abby rakic-platt, maggie steed, olisa odele",united kingdom,2017-04-04,2017,tv-ma,"british tv shows, international tv shows, romantic tv shows",ns6461,2,season,3.53
movie,chhota bheem aur kaala yodha,"julie tejwani, sabina malik, jigna bharadhwaj, rupa bhimani, lalit agarwal, rajesh shukla, disha, rajesh kawa, raju",,2019-05-10,2018,tv-y7,movies,ns6462,63,min,3.55
movie,chhota bheem ka romani adventure,"julie tejwani, sabina malik, jigna bharadhwaj, rupa bhimani, lalit agarwal, rajesh shukla, disha, rajesh kawa, raju",,2019-05-10,2018,tv-y7,children & family movies,ns6463,62,min,3.57
movie,chhota bheem ka troll se takkar,"julie tejwani, sabina malik, jigna bharadhwaj, rupa bhimani, lalit agarwal, rajesh shukla, disha, rajesh kawa, raju",,2019-05-10,2018,tv-y7,movies,ns6464,62,min,3.45
movie,chhota bheem kungfu dhamaka,"sonal kaushal, rupa bhimani, jigna bharadhwaj, sabina malik, julie tejwani, rajesh kava, vaibhav thakkar, samriddhi shuklaa, aditya raj sharma, vinod kulkarni",india,2019-08-15,2019,tv-y7,children & family movies,ns6465,112,min,3.57
movie,chicken kokkachi,"anuranjan premji, indrans, dharmajan bolgatty, sudhi koppa, bijukuttan, neha rathanakaran, prasanth",india,2018-07-01,2017,tv-14,"comedies, international movies",ns6466,113,min,3.52
movie,chicken little,"zach braff, joan cusack, patrick stewart, steve zahn, catherine o'hara, harry shearer, adam west, don knotts, amy sedaris, garry marshall, patrick warburton, fred willard, wallace shawn",united states,2016-03-16,2005,g,"children & family movies, comedies",ns6467,82,min,3.48
movie,chief daddy,"taiwo obileye, joke silva, falz the bahd guy, dakore akande, funke akindele, zainab balogun, shaffy bello, ini edo, linda ihuoma-suleiman, mawuli gavor, richard mofe-damijo, rachael oniga, nkem owoh, patience ozokwor",nigeria,2019-03-15,2018,tv-ma,"comedies, dramas, international movies",ns6468,98,min,3.48
movie,child's play,"catherine hicks, alex vincent, brad dourif, chris sarandon, dinah manoff, tommy swerdlow, jack colvin, neil giuntoli, juan ramírez, alan wilder",united states,2019-12-31,1988,r,"cult movies, horror movies",ns6469,87,min,3.57
tv show,chill with bob ross,bob ross,,2016-12-01,1994,tv-g,tv shows,ns6470,1,season,3.45
movie,china salesman,"li dong xue, mike tyson, steven seagal, janicke askevold, li ai, eriq ebouaney, clovis fouin, wang zijian",china,2018-09-24,2017,tv-ma,"action & adventure, international movies",ns6471,111,min,3.55
movie,chingo bling: they can't deport us all,chingo bling,,2017-06-01,2017,tv-ma,stand-up comedy,ns6472,63,min,3.57
movie,chittagong,"manoj bajpayee, barry john, delzad hiwale, vega tamotia, nawazuddin siddiqui, rajkummar rao, jaideep ahlawat, vijay varma, dibyendu bhattacharya","united states, india, bangladesh",2018-01-01,2012,nr,"dramas, independent movies, international movies",ns6473,105,min,3.58
movie,chitty chitty bang bang,"dick van dyke, sally ann howes, lionel jeffries, gert fröbe, anna quayle, benny hill, james robertson justice, robert helpmann, heather ripley, adrian hall, barbara windsor, davy kaye, alexander doré, bernard spear, stanley unwin","united kingdom, united states",2020-01-01,1968,g,"children & family movies, classic movies, comedies",ns6474,146,min,3.52
movie,chloe,"julianne moore, liam neeson, amanda seyfried, max thieriot, r.h. thomson, nina dobrev, laura de carteret, mishu vellani","united states, canada, france",2020-01-01,2009,r,"independent movies, thrillers",ns6475,96,min,3.5
movie,chris brown: welcome to my life,chris brown,united states,2017-10-07,2017,tv-ma,"documentaries, music & musicals",ns6476,80,min,3.5
movie,christian mingle,"lacey chabert, jonathan patrick moore, saidah arrika ekulona, stephen tobolowsky, john o'hurley, david keith, morgan fairchild, corbin bernsen",united states,2019-06-06,2014,pg,"comedies, faith & spirituality, romantic movies",ns6477,99,min,3.57
tv show,christiane amanpour: sex & love around the world,,united states,2018-09-30,2018,tv-ma,docuseries,ns6478,1,season,3.51
movie,christmas crush,"rachel boston, jonathan bennett, jon prescott, sunny mabrey, julia voth, elizabeth lauren hoffman, eileen april boylan, josh crotty","canada, united states",2019-11-04,2012,tv-pg,"comedies, romantic movies",ns6479,87,min,3.52
movie,christmas in the smokies,"sarah lancaster, barry corbin, alan powell, jill wagner, danny vinson, gregory alan williams, rebecca koon, brett rice",united states,2019-03-01,2015,tv-g,"children & family movies, dramas, romantic movies",ns6480,88,min,3.44
movie,christmas with the kranks,"tim allen, jamie lee curtis, dan aykroyd, erik per sullivan, cheech marin, jake busey, m. emmet walsh, kevin chamberlin, elizabeth franz, rené lavan",united states,2019-01-01,2004,pg,"children & family movies, comedies",ns6481,99,min,3.49
movie,christopher robin,"ewan mcgregor, hayley atwell, bronte carmichael, mark gatiss, jim cummings, brad garrett, nick mohammed, peter capaldi",united states,2019-03-05,2018,pg,"children & family movies, comedies, dramas",ns6482,104,min,3.48
movie,chronicle of an escape,"rodrigo de la serna, pablo echarri, nazareno casero, lautaro delgado, matías marmorato, martín urruty, césar albarracín, guillermo fernandez, daniel di biase",argentina,2018-06-15,2006,r,"dramas, international movies, thrillers",ns6483,104,min,3.61
tv show,chuck chicken,,malaysia,2017-11-15,2017,tv-y7,kids' tv,ns6484,1,season,3.57
movie,chupan chupai,"ahsan khan, neelam muneer, faizan khawaja, ali rizvi, vajdaan shah, zayed sheikh, talat hussain, javed sheikh",pakistan,2019-01-15,2017,tv-14,"comedies, international movies",ns6485,118,min,3.51
movie,chupke chupke,"dharmendra, sharmila tagore, amitabh bachchan, jaya bhaduri, om prakash, asrani, david abraham, usha kiran, lily chakravarty, keshto mukherjee",india,2019-12-31,1975,tv-pg,"classic movies, comedies, international movies",ns6486,127,min,3.55
movie,cirque du freak: the vampire's assistant,"john c. reilly, ken watanabe, josh hutcherson, chris massoglia, ray stevenson, patrick fugit, orlando jones, willem dafoe, salma hayek, michael cerveris, jane krakowski, frankie faison, patrick breen, colleen camp, don mcmanus, jessica carlson, kristen schaal",united states,2018-04-16,2009,pg-13,"action & adventure, horror movies, sci-fi & fantasy",ns6487,109,min,3.41
tv show,city in the sky,,united kingdom,2017-10-01,2016,tv-pg,"british tv shows, docuseries, science & nature tv",ns6488,1,season,3.53
movie,city of god,"alexandre rodrigues, leandro firmino, phellipe haagensen, douglas silva, jonathan haagensen, matheus nachtergaele, seu jorge, jefechander suplino, alice braga","brazil, france, germany",2020-01-01,2002,r,"dramas, independent movies, international movies",ns6489,130,min,3.51
movie,city of tiny lights,"riz ahmed, billie piper, james floyd, cush jumbo, roshan seth, hannah rae, antonio aakeel, george sargeant, alexander siddig, vincent regan, barry aird",united kingdom,2017-07-21,2016,tv-ma,"dramas, international movies, thrillers",ns6490,110,min,3.51
tv show,civilizations,,united kingdom,2018-10-01,2018,tv-14,"british tv shows, docuseries",ns6491,1,season,3.58
movie,clarence clemons: who do i think i am?,clarence clemons,united states,2019-11-14,2019,tv-ma,"documentaries, music & musicals",ns6492,88,min,3.62
movie,clash of the titans,"sam worthington, liam neeson, ralph fiennes, jason flemyng, gemma arterton, alexa davalos, tine stapelfeldt, mads mikkelsen, luke evans","united states, united kingdom, australia",2019-08-01,2010,pg-13,"action & adventure, sci-fi & fantasy",ns6493,106,min,3.44
movie,class of '61,"christien anholt, andre braugher, dan futterman, josh lucas, clive owen, sophie ward, sue-ann leeds, laura linney",united states,2018-04-01,1993,tv-pg,dramas,ns6494,91,min,3.5
movie,class rank,"olivia holt, skyler gisondo, kristin chenoweth, bruce dern, nick krause, kathleen chalfant, peter maloney, rod mclachlan, hawn tran, danni wang",united states,2018-09-18,2018,tv-ma,comedies,ns6495,103,min,3.51
tv show,classic legends,javed akhtar,india,2017-05-15,2012,tv-pg,"docuseries, international tv shows",ns6496,1,season,3.58
movie,cleopatra jones,"tamara dobson, bernie casey, brendasykes, esther rolle, shelley winters",united states,2019-11-01,1973,pg,"action & adventure, classic movies",ns6497,89,min,3.46
movie,click,"adam sandler, kate beckinsale, christopher walken, david hasselhoff, henry winkler, julie kavner, sean astin, joseph castanon, jonah hill, jake hoffman, jennifer coolidge",united states,2020-01-01,2006,pg-13,"comedies, sci-fi & fantasy",ns6498,108,min,3.53
tv show,click for murder,donal macintyre,united kingdom,2017-09-17,2017,tv-14,"british tv shows, crime tv shows, docuseries",ns6499,1,season,3.46
movie,clive davis: the soundtrack of our lives,clive davis,united states,2019-09-17,2017,tv-ma,"documentaries, music & musicals",ns6500,124,min,3.49
movie,closed circuit,"eric bana, rebecca hall, ciarán hinds, riz ahmed, anne-marie duff, kenneth cranham, julia stiles, jim broadbent, denis moschitto, barbora bobulova, jemma powell","united kingdom, united states",2017-10-16,2013,r,"dramas, thrillers",ns6501,96,min,3.58
movie,cloud atlas,"tom hanks, halle berry, jim broadbent, hugo weaving, jim sturgess, doona bae, ben whishaw, keith david, james d'arcy, zhou xun","germany, united states, hong kong, singapore",2017-08-01,2012,r,"action & adventure, cult movies, dramas",ns6502,172,min,3.59
movie,clouds of sils maria,"juliette binoche, kristen stewart, chloë grace moretz, lars eidinger, johnny flynn, angela winkler, hanns zischler, brady corbet","france, germany, switzerland",2017-02-12,2014,r,"dramas, international movies",ns6503,124,min,3.57
movie,cloverfield,"lizzy caplan, jessica lucas, t.j. miller, michael stahl-david, mike vogel, odette annable, anjul nigam, margot farley, theo rossi, brian klugman",united states,2020-01-01,2008,pg-13,"action & adventure, horror movies, sci-fi & fantasy",ns6504,85,min,3.54
tv show,club friday the series 6,"puttichai kasetsin, kongtoranin lalana, preechaya pongthananikorn",,2019-03-09,2015,tv-ma,"international tv shows, romantic tv shows, tv dramas",ns6505,9,season,3.6
tv show,club friday the series 7,"sornram tappituk, amy amika klinprathum, tanya liyah, shaun jindachote, four sakolrat wornurai, toomtam yuthana puengklarng, monchanok saengchaipiangpen, nat myria benedetti, oil thana suttikamul, view wannarot sontichai, pimthong washirakom",,2018-06-18,2016,tv-ma,"international tv shows, romantic tv shows, tv dramas",ns6506,7,season,3.58
tv show,club friday the series 8,"chutavuth pattarakampol, focus jirakul, sattaphong phiangphor, toni rakkaen, paula taylor, virithipa phakdeeprasong, pakkaramai potranan",,2019-02-02,2017,tv-ma,"international tv shows, romantic tv shows, tv comedies",ns6507,8,season,3.49
tv show,club friday to be continued - friend & enemy,"wanida termthanaporn, apinya sakuljaroensuk, golf pichaya nitipaisankul, thassapak hsu",,2018-04-20,2016,tv-ma,"international tv shows, romantic tv shows, tv dramas",ns6508,1,season,3.54
tv show,club friday to be continued - my beautiful tomboy,"puttichai kasetsin, lalana kongtoranin",,2018-04-13,2016,tv-ma,"international tv shows, romantic tv shows, tv comedies",ns6509,1,season,3.5
tv show,club friday to be continued - the promise,"jirayu la-ongmanee, focus jirakul",,2018-04-20,2016,tv-ma,"international tv shows, romantic tv shows, tv dramas",ns6510,1,season,3.52
movie,coach carter,"samuel l. jackson, rob brown, robert ri'chard, rick gonzalez, nana gbewonyo, antwon tanner, channing tatum, ashanti, texas battle, denise dowse, debbi morgan","united states, germany",2020-01-01,2005,pg-13,"dramas, sports movies",ns6511,137,min,3.54
movie,code name: the cleaner,"cedric the entertainer, lucy liu, nicollette sheridan, mark dacascos, callum keith rennie, deray davis, niecy nash, will patton",united states,2019-11-01,2007,pg-13,"action & adventure, comedies",ns6512,91,min,3.52
movie,coffee with d,"sunil grover, zakir hussain, anjana sukhani, dipannita sharma, pankaj tripathi, rajesh sharma, vinod ramani, guru singh",india,2017-11-01,2017,tv-pg,"comedies, independent movies, international movies",ns6513,120,min,3.47
tv show,cold case files,,united states,2019-09-15,2017,tv-14,"crime tv shows, docuseries",ns6514,1,season,3.5
tv show,cold case files classic,bill kurtis,united states,2020-09-15,1999,tv-ma,"crime tv shows, docuseries",ns6515,1,season,3.48
movie,colkatay columbus,"mir afsar ali, gaurav chakrabarty, tanusree chakraborty, anirban bhattacharya, ritabhari chakraborty, suchandra vaaniya, arijit dutt",india,2017-03-30,2016,tv-14,"comedies, dramas, independent movies",ns6516,118,min,3.55
movie,colonia,"emma watson, daniel brühl, michael nyqvist, richenda carey, vicky krieps, jeanne werner, julian ovenden, august zirner, martin wuttke, stefan merki","germany, france, luxembourg, united kingdom, united states",2018-07-14,2015,r,"dramas, independent movies, international movies",ns6517,110,min,3.48
movie,colours of passion,"randeep hooda, nandana sen, jim boeven, paresh rawal, tom alter, vikram gokhale, vipin sharma, gaurav dwivedi",india,2018-05-25,2008,tv-14,"dramas, international movies",ns6518,114,min,3.51
movie,come and find me,"aaron paul, annabelle wallis, garret dillahunt, chris chalk, zachary knighton, enver gjokaj, michael kopsa, terry chen","canada, united states, united kingdom",2019-09-18,2016,r,"dramas, thrillers",ns6519,112,min,3.52
tv show,comedy bang! bang!,"scott aukerman, reggie watts",united states,2016-12-28,2016,tv-14,"stand-up comedy & talk shows, tv comedies",ns6520,5,season,3.56
